Review,Rating
в целом телефон нормальный для девушек мне кажется великоват но на нём получаются отличные selfie но тел больше мужской всё же изза размеров сражу скажу  если вы любитель поиграть на телефоне то эта модель не рассчитана на сложные d игры,4
хочу отметить панорамное селфи макросъемку и родной  minimovie который клепает добротные слайдшоу настраиваю режим расхода аккумулятора и смарт больше суток держит заряд  даже если весь день не выпускаю его из рук катая в тяжелые игры,5
сц асуса это вообще отдельная история в гарантии отказали менять экрантк рамка рамка экрана отсутствует частично слева говорят понял а справа пятно на экране короче ударил слева пожелтел справакачество экрана и корпуса хлам,3
покупала не ростест проработав  месяца телефон перестал заряжаться обратившись в платную мастерскую отремонтировать не смогли хочу дать совет если покупаете то лучше брать ростест так телефон и модель очень понравился,3
в целом доволен еще не видел ни одного телефона лучше чем этот с  сим камера выше среднего быстрое соображение wifi в отличии от х симочных самсунг используя его только в режиме ожидания с  сим  батарея держит больше х дней,4
покупала не ростест проработав  месяца телефон перестал заряжаться обратившись в платную мастерскую отремонтировать не смогли хочу дать совет если покупаете то лучше брать ростест так телефон и модель очень понравился,3
в общем доволен нравится он мне всех вышеперечисленных в других отзывах глюков ни разу не наблюдал обе симки работают исправно батарея адекватная и тд и тп в общем видимо все косяки частные случаи выбирайте телефон внимательно,4
в целом доволен еще не видел ни одного телефона лучше чем этот с  сим камера выше среднего быстрое соображение wifi в отличии от х симочных самсунг используя его только в режиме ожидания с  сим  батарея держит больше х дней,4
мне и щас он нравиться хотел бы пошатать  плюсно все одно и тожеу всех друзей и родных айфоныайпадыскучно ей богу друзья сейчас рассматриваю варианты meizu и прочее мир меняется ежедневностив давно всем все простил,5
apple это качественная вещь и бренд тут не причем я перепробовала много телефонов но ios самая лучшая система без геморроев да есть платные вещи  как музыка но вы и получаете качественный товар и навсегда привязанный к вашему аккаунту,5
складывается впечатление что отзывы сплошь заказные прям не телефон а мечта поэта сам айфоном не владею но пользовался несколько дней какихто восторгов из серии вау не может быть не былообычная трубка по явно завышенной цене,3
в общем и в целом я в восторге не ожидала что этот телефон окажется настолько качественной и функциональной игрушкой если все еще взвешиваете все за и против мой совет  брать только lg optimus l ii не прогадаете ни на цене ни на качестве,5
пользуюсь три месяцанареканий  нет мучился с клавиатуройно скачал с инета другую и все проблемы разрешились при полной нагрузке батарея держит деньинетнавигаторкино и тд очень доволен предыдущий был сониэтот конечно на голову выше,5
звук через начал тупить то тих то громко так же очень мало озу для работы он вообще не нужен да и вообще с  mah в наше время такие телефоны не нужны заказали батарейку на  mah  не знаю  что получиться лучше станет или хуже,3
а так в принципе телефон не плохой брала за  на тот момент в нем было все что необходимосейчас он уже изжил свое так же работает звонит беспокоит только проблема с динамиком а тратиться на ремонт не хочется ибо уже хочу обновить телефон,4
камера номинально  мп но по субъективному качеству съемки можно дать разве что добротных  не то чтобы совсем мутно но слишком далеко до sony очень быстро греется если пытаться играть в трехмерные игры из  мб озу почти  занято самой ос,2
ну и мп камера думаю несколько завышена а вообще берите и не пожалеете за  тр ни чего подобного не найдете в остальном он продуман и удобен и lte и wifi и все остальное что должно быть на уровне ни томозов ни глюков,5
опыт пользования   месяца в основном в соц сетях сижу и звоню телефон сильно не греется исключение только тот случай если час непрерывно играть во  чтото но я этого не делаю звук неплохой в руке лежит удобно не скользит,5
в общем доволен нравится он мне всех вышеперечисленных в других отзывах глюков ни разу не наблюдал обе симки работают исправно батарея адекватная и тд и тп в общем видимо все косяки частные случаи выбирайте телефон внимательно,4
брал  магазине элекс  сказали камера на  мегапикс а оказалась на снимает хорошо и звук громко записывает в качестве телефона я его не использую исключительно для роликов для ютубе  это мой первый смартфон я думаю пойдет на каждый день,5
"если вы пользуетесь телефоном на улице  не берите ни в коем случае телефон для библиотек и других тихих помещенийпохоже это массовый брак отнёс в сервисцентр и там приняли в ремонт даже буд проверки динамика вероятно знают что это на всех",2
жутко неприятный опыт знакомства с htc думайте сами  нужен ли вам кусок пластика которым можно будет воспользоваться когда ему угодно  у меня уже были серьезные накладки по работе когда он не давал позвонить долгое время,1
сброшено множество приложений  никаких вопросов по работе кроме нагрева  темнеет экран но всё читаемо отличный телефон за эти деньги хотя микрофон с заскоками и иногда бесит что приходится перезванивать или ждать пока тебе перезвонят,4
смартфон оч понравился в общем доволен покупкойполностью оправдывает себе за   рублей очень порадовала кнопка которую моно настроить под себя поставив любое приложение на нееlg  научилась делать добротные смартфоны,5
в принципе телефон нормальный смущает только то что он через пол года пользований стал переодически сам отключаться брала его с собой в поездку играла в игр смотрла фильм его хватило на  часа афвтофокус ну очень уж долго фокусирует,3
очень часто не могут дозвониться хотя индиктор сигнала сети полный на обеих симкартах при наборе номера с одной из симкарт сбрасывает вызов эти недостатки проявились после х месяцев использования телефона буду продавать надоело,2
поначалу считал неплохой покупкой через год кнопка отключения стала срабатывать с пятого раза через полгода накрылся сенсор начиная с кнопок управления хотел отремонтировать но почитав отзывы пожалуй приобрету другой и не этого производителя,2
в общем отличный телефон глюков нетв  инет выходит стабильно для работы все функции есть игроманов возможно и не устроит изза батареи а вообще считаю нужна скорость и игры  пожалуйте к  пк  ни один телефон с ним не сравнится,5
телефон был предоставлен по программе lumia testdrive общие впечатления от аппарата  хорошие быстро привыкаешь к восьмерке и размерам устройства работает быстро и не тупит посравнению с androidсмартфонами цена правда завышена,4
волновала больше всего звонковая часть как меня будут слышать как я буду слышать тут всё прекрасно музыку слушаю примерно  часа в день по дороге на работуучёбу и обратно всегда в наушниках качество воспроизвдения  отличное,5
перешёл с андроида пока всем доволен нашёл замену всем прогам на андрюше кроме несколькихсоветуютк выходит  винда с телефоном будет полная синхронизацияцена в  тысяч очень хороша для такого аппарата спасибо за внимание,5
купил жене в подарокчерез пару дней подарок вернули обратнопри этом забрав мой айфонвот неделю хожу с нокиакак телефон нравитьсякак средство для бизнеса и работы пустое местопросто изучаю винду для смартфонов и потом дочке отдам,4
рабочая модель скорее для мужской руки эффективен и надёжен выглядит не уродливо и не аляповато хороший экран позволяющий пользоваться им как нормальной читалкой если бы не мелкие косяки с по был бы лучшим выбором в этом ценовом диапазоне,5
хочется поблагодарить за работу сотрудников связной заказ  был сделан в интернетмагазине менеджер оперативно среагировала оформила заказ уточнила все детали предложила варианты по забору заказа в общем сработала отлично,4
данное чудо за два месяца настолько измотало мне нервы что я обдумываю как его кончить для него просто разбить о стену буде слишком просто я разожгу под ним костёр и на полной зарядке включенным сожгу и буду смотреть как от угасает и плавится,1
"брал телефон на тестдрайв смущал очень сильно размер телефона рассматриваю замену своей  тестдрайвом доволен телефоном тоже но не хватает lte и качественной камеры буду искать другой возможно это будет microsoft lumia  xl",3
"супер мне нравится за такие деньги все устраивает по сравнению с предыдущим телефоном на андройде это рай очень долго сомневался брать или нет но решился и не жалеюхоть экран большой но телефон очень легкийаппарат радует камерами батареей",5
покупал за   практически сразу начались самопроизвольные перезагрузки зависания и отключения телефон прожил  год и  месяца и пару дней назад в очередной раз пару раз подряд перезагрузился и потух признаков жизни никаких видимо умер,1
покупал за   практически сразу начались самопроизвольные перезагрузки зависания и отключения телефон прожил  год и  месяца и пару дней назад в очередной раз пару раз подряд перезагрузился и потух признаков жизни никаких видимо умер,1
а так всё обычно и привычно лучше звук из внешних динамиков в руке приятней лежит сомнения по качеству задней крышки возможно скоро поцарапается так как ношу без чехла скоростью работы доволен немного не доволен батареей,4
в вечернее и ночное время лучше забыть о томчто у вас в телефоне есть камерытолько нормальное освещение и телефон превращается в камерофонмелодию можно ставить и сложного в этом ничего нетстоимость телефона вполне соответствует своим параметрам,4
сколько он проживет после гарантийного ремонта интересно это первый телефон который так быстро и так серьезно сломался если гарантия закончится то такая поломка обошлась бы мне в сумму практически равную покупке нового телефона,3
хороший телефон не флагман конечно  в antutu набирает  попугаев но по соотношению ценакачествохарактеристики очень приличный вариант выбирал между ним и asus laser kl с которыми ходят многие но выбрал vibe и пока не жалею,4
ранее был htc wildfire a но батареи хватало на пол дня покупкой доволен искал с хорошей батареей экраном не более  и не особо дорогой подвернулся lenovo pm по акции  решил взять не жалею телефон как телефон советую,5
ценообразование в рф зависит от количества рекламы надоедливая реклама этой заурядной звонилки сделала его раза в  дороже его настоящей цены подойдет разве что для совсем невзыскательной публики верящей тому что говорится с экрана телевизора,3
искала телефон с хорошей камерой к сожалению очень расстроилась когда скинула фотки на компьютер качество оставляет желать лучшего все размыто хорошие фотки получаются только днем и только на природе в помещении одно расстройство,4
многие жалуются что нет возможности установить мелодию на контакт неправда  есть возможность заходите в редактирование контакта и там нажимаете квадратик самую левую кнопку как ни странно будет пункт  мелодия вызова вот и всё,5
ранее был htc wildfire a но батареи хватало на пол дня покупкой доволен искал с хорошей батареей экраном не более  и не особо дорогой подвернулся lenovo pm по акции  решил взять не жалею телефон как телефон советую,5
был выдан магазином на время гарантийного ремонта моего аппарата таким образом удалось поюзать его пару недель надеюсь серьезные недостатки связаны с предыдущими поломками если так у всех в этой сериилучше выбрать другой аппарат,3
всегда относилась с недоверием к китайским производителям была яростным приверженцем sony но качество последних аппаратов sony разочаровало рискнула купить huawei ascend p осталась очень довольна данный телефон заменил мне планшет также,5
телефоном полностью довольна мне не понятно только одно вот на кой в телефон запихали антивирус secureit да ещё в системные папки он не отключается и не удаляется полазив в интернете я поняла что это не только моя головная боль,5
с телефоном хожу уже третью неделю сам по себе аппарат очень удобный аккумулятора хватает на весь день музыка немного игр навигация заряжаю только по ночам качество разговорного динамика на высоте ну и так аппарат очень радует,5
всё же неоднозначным остаётся мнение о телефоне потому что это моё первое знакомство с lenovo да и на тот момент когда я его купила это была распродажа остатков данной модели так что пришлось мириться с многими погрешностями,3
первое впечатление от покупки телефона было испорчено  быстро тающей  батареей  хватало буквально на    часов работы  и замыленными  фотографиями  все эти недочеты были исправлены  в последних прошивках  теперь  только радуюсь,5
"если активно пользоваться то начинает глючить экранпри этом перестаёт реагировать на нажатия только включение и выключение экранатакже начинает самопроизвольно открывать разные приложениябатарейки в  на день не хватает",3
простой надежный телефон идеальный бюджетный вариант и значительно лучше более современных китайских бюджетников у которых урезано буквально все здесь же  полноценный аппарат без особых ограничений с некоторой поправкой на возраст,5
пользуюсь телефоном более х лет падал оооочень много раз начиная от просто из рук на стол и доходило до с мотоцикла на большой скорости только краска по бокам слезла и чутьчуть счесались края экран даже не поцарапалсясерьезно,3
перед сном зарядка аккумулятора ночью полетстамина по дороге на работу ч музыки ютуб днем звонки чаты фото вечером опять  ч музыки и ютуба и в итоге  заряда на остатке модель отличная и по адекватной цене очень рекомендую,5
"очень бюджетный аппаратбюджетнее характеристик я давно не встречал как будто вернулся в прошлое лет на пять назад на мой взгляд выпускать такие аппараты уже не вариант да и цена как то высоковата зато бренд не рекомендую",2
выбирал между honor a pro и nokia в итоге не пожелал и взял именно нокиа все негативные комментарии не соответствуют действительности обновился сразу до  андроида камера снимает четко с хорошей детализацией gps работает и без интернета,5
приятно удивлен этим смартфоном и цвет  медь  выше всяких похвалподдержка ни какого сравнения с аппаратами второго эшелона из китая обновления постоянно идут nfc дизайн очень четко срабатывающий и быстрый отпечаток пальца я доволен,5
после первого обновления перестала работать bluetooth гарнитура после второго  чип nfc покупала на старте продаж за сейчас он стоит от  ему реальная цена до  но не как жалею что купила нужно было подождать и почитать отзывы,4
при том что это самый глючный телефон из много что было а была и виндовс мобайл на самсунг виту не путайте с виндовс фон доволен на  с учетом того что куплен китаец за   руб купил такой же жене а полетит материнка куплю такиеже,5
"в общем телефон оставил двоякое мнение цена не оправданно высока по сравнению например с каким нибудь zte z max который в два раза дешевле нет ни одного косяка из аппарат более чем средний недостатков больше чем достоинств",3
в общем плюсы с лихвой покрывают минусы  купил жене  довольна как слониха у ее подруги iphone plus удивительно  но с  дюйм экраном  у нее телефон оказался идентичен по размеру  а по весу даже легче и разрешение круче,5
не когда не писал отзыв но сегодня он меня довел может конечно много хочу но он просто ужас до этого был zte в том же диапазоне цены но робил а это чудо техники просто висит на морозе кстати вырубается вообщем ни кому не советую,1
если вы решили взять эту модель то просто не читайте ничего закройте все отзывы и навсегда забудьте про этот телефон мне снитсякак я его разбиваю ломаю пополам как он тормозит просто жалко денег не думала что такие телефоны существуют,1
если была бы оценка  то смело бы поставил за эту цену можно взять реально нормальный телефон последний месяц его жизни использовал исключительно как плеер будильник и записную книжку для чего он в принципе изначально и был предназначен,1
если была бы оценка  то смело бы поставил за эту цену можно взять реально нормальный телефон последний месяц его жизни использовал исключительно как плеер будильник и записную книжку для чего он в принципе изначально и был предназначен,1
в принципе купил как срочную замену погибшему в новогоднюю ночь alcatel пока доволен явных гипертормозов не обнаружил бывает подтупливает когда много приложений открыто но это же не айфон всё ожидаемо я вполне доволен,4
классный аппарат учитывая то что в обзорах некоторых изданий до сих пор топмоделью lg почемуто называют p сравнивая понятно с кем появляется мысль что я прав ну а комментарии про камеру считаю не совсем уместными это же всетаки телефон,4
собственно на запах на вкус и цвет товарища нет однако рекомендую этот телефон всем  с маленьким дисплеем разовьете мелкую моторику и повысите чувствительность пальцев телефон самый дешевый в своем сегменте поэтому для новичка самое то,4
"прослужил верой и правдой пару лет правда на камеру можно особо не рассчитыватьс недавнего времени начал самопроизвольно отключаться причем в самые неподходящие моменты и включить его возможно только при подключении к зарядке",3
"в общем достаточно неплохая модель но в наше время ее уже не хватаетзы прочитал в отзывах что быстро разряжается батарея мой вам совет  выставьте в настройках режим сети только g при этом телефон держит заряд около недели если не больше",4
по соотношению цена  качества  один из лучших аппаратов в верхнем сегменте мне он достался за  к но за такую цену взять в свободной продаже его можно будет нескоро рекомендую брать всем даже за  к он точно стоит этих денег,5
"этот lm  тренажер получаешь кучу нештатных ситуаций  некий набор знаний которые позволят во второй раз уже не попасть на чтото подобное такому асерукстати эволюция цены  очень хороший показатель ценности этого аппарата",2
"до этого был асер ликвид с в этом оппарате исправили все ошибки  проц не греется даже на максимуме улучшили все что было можноустановил с маркета бесплатно яндекс schell и аппарат приукрасился моментом брал жене хочу такой себе",5
первый аппарат на android ожидал чуда не произошло да все работает как часы как и должно быть но я думал что он еще и готовить умеет брать всем кто любит повозиться с техникой если вы от техники далеки то лучше iphone или simbian,5
cмартфон стоит своих денег хоть он и недорогой но его точно нельзя назвать слабеньким да возможно для такого рода аппаратов нужен более внушительный экран но лично для меня это не столь важнорекомендую к приобретению,5
до этого пользовался айфонами всех мастей далее htc incredible s mozart sony ericsson arc этот пока больше всех нравится взял в белом цвете и не пожалел хотя сначала сомневался в темноте яркая подстветка экрана от сенсорных клавиш,5
